"","X.3","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"94",38,38,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","08_3","factor(year)2014",21.0257266322013,2935.55360446772,-5732.55361281127,5774.60506607567
"95",39,39,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","08_3","factor(year)2016",23.6150694279885,9564.78048797762,-18723.0102070396,18770.2403458956
"96",40,40,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","08_3","factor(year)2018",22.952885851605,7050.12228510851,-13795.0328795643,13840.9386512675
"97",41,41,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","08_3","factor(year)2022",21.2103915582102,3189.17988375728,-6229.4673208257,6271.88810394212
"98",42,42,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","08_3","factor(year)2024",21.0257266330281,2935.55417995042,-5732.55474073581,5774.60619400187
"99",43,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)1991",20.5697893306678,2592.98158718207,-5061.5807341217,5102.72031278304
"100",44,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)1994",20.6033720894865,2825.72805184413,-5517.72183962954,5558.92858380851
"101",45,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)1997",20.5301721804774,2323.50326239093,-4533.45254006706,4574.51288442801
"102",46,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2000",20.5230695465009,2397.53930901248,-4678.567627637,4719.61376673001
"103",47,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2002",20.4418056850569,2086.53852081389,-4069.09854746565,4109.98215883576
"104",48,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2004",20.0717855023142,1583.63941522634,-3083.80443283939,3123.94800384402
"105",49,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2006",20.3983482949427,1857.13032198445,-3619.51019739185,3660.30689398174
"106",50,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2010",20.1001919215269,1664.93300188392,-3243.10852844311,3283.30891228616
"107",51,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2012",20.2065818097988,1735.33349855643,-3380.98457652669,3421.39774014629
"108",52,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2014",20.0129815756445,1494.41700163377,-2908.99051951088,2949.01648266217
"109",53,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2016",19.6515183795459,1130.11528489966,-2195.33373840201,2234.6367751611
"110",54,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2018",19.7666717259429,1240.24616316356,-2411.07114003863,2450.60448349052
"111",55,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2022",20.071785501474,1529.13900573226,-2976.98559308915,3017.1291640921
"112",56,NA,NA,NA,"AI","northern rockfish",30420,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","northern_rockfish","1_1","factor(year)2024",20.1369754781308,1714.2532535683,-3339.73766189635,3380.01161285262
"113",1,1,1,1,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1991",20.3882857362414,1853.84147630555,-3613.0742408692,3653.85081234169
"114",2,2,2,2,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1994",19.9248762621547,1288.95979425965,-2506.38989800691,2546.23965053122
"115",3,3,3,3,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1997",20.522097498015,1823.62848140909,-3553.72404724528,3594.76824224131
"116",4,4,4,4,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2000",20.6397183901547,1916.80187831057,-3736.22292859729,3777.5023653776
"117",5,5,5,5,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2002",20.6424144662465,1986.31138425915,-3872.45636076359,3913.74118969608
"118",6,6,6,6,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2004",19.895448761275,1392.30167014406,-2708.96568033604,2748.75657785859
"119",7,7,7,7,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2006",20.6257520291471,2139.3993756745,-4172.51997284035,4213.77147689864
"120",8,8,8,8,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2010",21.0636075283047,2288.47321607506,-4464.26147556335,4506.38869061996
"121",9,9,9,9,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2012",20.7536578152646,835.400889514041,-1616.60199828498,1658.10931391551
"122",10,10,10,10,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2014",20.6395823567285,1909.32639191196,-3721.57138052252,3762.85054523597
"123",11,11,11,11,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2016",20.359997893374,1481.20193816866,-2882.74245474812,2923.46245053487
"124",12,12,12,12,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2018",21.3005255218904,2492.69818910224,-4864.29814944671,4906.89920049049
"125",13,13,13,13,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2022",20.9818313700586,1443.35561466893,-2807.94319026471,2849.90685300483
"126",14,14,14,14,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2024",20.5054624190248,NA,NA,NA
"127",15,15,15,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1991",20.1719839765344,591.664373671344,-1139.46887935475,1179.81284730782
"128",16,16,16,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1994",20.2872970610362,1276.54076721751,-2481.68663148242,2522.26122560449
"129",17,17,17,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1997",20.2486615196807,1507.29751894982,-2934.00018960854,2974.4975126479
"130",18,18,18,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2000",20.276306913061,1537.29691978468,-2992.77028940927,3033.32290323539
"131",19,19,19,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2002",20.2064756908097,1613.25467754975,-3141.71459019747,3182.12754157909
"132",20,20,20,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2004",20.2090519935629,1703.02428750217,-3317.65721630767,3358.0753202948
"133",21,21,21,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2006",20.1414982284354,1565.4217696744,-3048.02879094834,3088.31178740521
"134",22,22,22,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2010",20.2533934334209,1431.95047798185,-2786.31797105593,2826.82475792277
"135",23,23,23,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2012",20.2740716107633,1584.26200985135,-3084.82240977293,3125.37055299445
"136",24,24,24,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2014",20.2486615242418,1491.33552730551,-2902.71526085962,2943.2125839081
"137",25,25,25,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2016",20.3164383967768,1418.23052436429,-2759.3643111326,2799.99718792615
"138",26,26,26,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2018",20.3628226951851,1345.22188569094,-2616.22362447412,2656.94926986449
"139",27,27,27,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2022",20.304240301629,1484.99464157806,-2890.23177442634,2930.8402550296
"140",28,28,28,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2024",20.0722634537039,1410.44448153478,-2744.34812254773,2784.49264945514
"141",29,29,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1991",20.3882857362414,1853.84147630555,-3613.0742408692,3653.85081234169
"142",30,30,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1994",19.9248762621547,1288.95979425965,-2506.38989800691,2546.23965053122
"143",31,31,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)1997",20.522097498015,1823.62848140909,-3553.72404724528,3594.76824224131
"144",32,32,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2000",20.6397183901547,1916.80187831057,-3736.22292859729,3777.5023653776
"145",33,33,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2002",20.6424144662465,1986.31138425915,-3872.45636076359,3913.74118969608
"146",34,34,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2004",19.895448761275,1392.30167014406,-2708.96568033604,2748.75657785859
"147",35,35,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2006",20.6257520291471,2139.3993756745,-4172.51997284035,4213.77147689864
"148",36,36,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2010",21.0636075283047,2288.47321607506,-4464.26147556335,4506.38869061996
"149",37,37,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2012",20.7536578152646,835.400889514041,-1616.60199828498,1658.10931391551
"150",38,38,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2014",20.6395823567285,1909.32639191196,-3721.57138052252,3762.85054523597
"151",39,39,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2016",20.359997893374,1481.20193816866,-2882.74245474812,2923.46245053487
"152",40,40,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2018",21.3005255218904,2492.69818910224,-4864.29814944671,4906.89920049049
"153",41,41,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2022",20.9818313700586,1443.35561466893,-2807.94319026471,2849.90685300483
"154",42,42,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","08_3","factor(year)2024",20.5054624190248,NA,NA,NA
"155",43,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1991",20.1719839765344,591.664373671344,-1139.46887935475,1179.81284730782
"156",44,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1994",20.2872970610362,1276.54076721751,-2481.68663148242,2522.26122560449
"157",45,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)1997",20.2486615196807,1507.29751894982,-2934.00018960854,2974.4975126479
"158",46,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2000",20.276306913061,1537.29691978468,-2992.77028940927,3033.32290323539
"159",47,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2002",20.2064756908097,1613.25467754975,-3141.71459019747,3182.12754157909
"160",48,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2004",20.2090519935629,1703.02428750217,-3317.65721630767,3358.0753202948
"161",49,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2006",20.1414982284354,1565.4217696744,-3048.02879094834,3088.31178740521
"162",50,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2010",20.2533934334209,1431.95047798185,-2786.31797105593,2826.82475792277
"163",51,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2012",20.2740716107633,1584.26200985135,-3084.82240977293,3125.37055299445
"164",52,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2014",20.2486615242418,1491.33552730551,-2902.71526085962,2943.2125839081
"165",53,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2016",20.3164383967768,1418.23052436429,-2759.3643111326,2799.99718792615
"166",54,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2018",20.3628226951851,1345.22188569094,-2616.22362447412,2656.94926986449
"167",55,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2022",20.304240301629,1484.99464157806,-2890.23177442634,2930.8402550296
"168",56,NA,NA,NA,"AI","Pacific cod",21720,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_cod","1_1","factor(year)2024",20.0722634537039,1410.44448153478,-2744.34812254773,2784.49264945514
"169",1,1,1,1,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1991",19.6794623082657,1486.93033999355,-2894.650451599,2934.00937621553
"170",2,2,2,2,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1994",19.6226012327768,1431.16901839313,-2785.4171306073,2824.66233307286
"171",3,3,3,3,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1997",19.9064244135337,1564.70693802374,-3046.86282047295,3086.67566930002
"172",4,4,4,4,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2000",20.0876390200347,1436.51096864339,-2795.42212291775,2835.59740095782
"173",5,5,5,5,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2002",20.0738670345646,1607.00980091394,-3129.60746555963,3169.75519962876
"174",6,6,6,6,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2004",20.1351059213592,1571.65200289344,-3060.24621598002,3100.51642782274
"175",7,7,7,7,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2006",19.9741345327619,1547.09643623736,-3012.27916110272,3052.22743016825
"176",8,8,8,8,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2010",20.1216657885859,1580.434639723,-3077.47330798804,3117.71663956521
"177",9,9,9,9,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2012",20.3467375377855,1484.27019763019,-2888.76939314353,2929.46286821911
"178",10,10,10,10,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2014",20.3281056592166,1632.10293623336,-3178.53486842025,3219.19107973868
"179",11,11,11,11,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2016",20.4691869962101,1538.6953488076,-2995.31827984599,3036.25665383841
"180",12,12,12,12,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2018",20.3899115906151,1351.72076692233,-2628.93410873202,2669.71393191325
"181",13,13,13,13,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2022",20.309377359929,1660.30225448833,-3233.82324488786,3274.44199960771
"182",14,14,14,14,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2024",19.9960231185264,1593.69967911372,-3103.5979501174,3143.58999635446
"183",15,15,15,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1991",21.1245056792432,2771.97577585186,-5411.84818100788,5454.09719236637
"184",16,16,16,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1994",20.5387684216571,2082.62411764922,-4061.32949550532,4102.40703234864
"185",17,17,17,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1997",20.9985411404636,2393.62085246945,-4670.41212234372,4712.40920462465
"186",18,18,18,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2000",20.7542282660481,1997.89792428218,-3895.05374811435,3936.56220464645
"187",19,19,19,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2002",20.5826874311122,1845.74642481593,-3597.01382980168,3638.1792046639
