"","X.3","X.2","X.1","X","srvy","common_name","species_code","filter_lat_lt","filter_lat_gt","filter_depth","model_fn","model_family","model_anisotropy","model_spatiotemporal","file_name","effort","term","estimate","std.error","conf.low","conf.high"
"188",20,20,20,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2004",20.7106511443883,1917.25995928063,-3737.04981804637,3778.47112033515
"189",21,21,21,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2006",21.4579629641064,2968.17326282556,-5796.05473204874,5838.97065797695
"190",22,22,22,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2010",21.8352311799703,3281.57141046126,-6409.92654602041,6453.59700838035
"191",23,23,23,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2012",21.0556931412905,2111.67621706965,-4117.75363932502,4159.8650256076
"192",24,24,24,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2014",20.847708382963,1929.55798465876,-3761.0164476299,3802.71186439582
"193",25,25,25,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2016",20.7590075157437,1795.1799240274,-3497.72898934731,3539.2470043788
"194",26,26,26,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2018",20.7936436311683,1870.99401643279,-3646.28724386705,3687.87453112938
"195",27,27,27,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2022",20.4967903976474,1649.22894685839,-3211.93254770572,3252.92612850102
"196",28,28,28,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2024",20.953841872428,2302.58513535447,-4492.03009475963,4533.93777850448
"197",29,29,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1991",19.6794623082657,1486.93033999355,-2894.650451599,2934.00937621553
"198",30,30,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1994",19.6226012327768,1431.16901839313,-2785.4171306073,2824.66233307286
"199",31,31,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)1997",19.9064244135337,1564.70693802374,-3046.86282047295,3086.67566930002
"200",32,32,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2000",20.0876390200347,1436.51096864339,-2795.42212291775,2835.59740095782
"201",33,33,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2002",20.0738670345646,1607.00980091394,-3129.60746555963,3169.75519962876
"202",34,34,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2004",20.1351059213592,1571.65200289344,-3060.24621598002,3100.51642782274
"203",35,35,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2006",19.9741345327619,1547.09643623736,-3012.27916110272,3052.22743016825
"204",36,36,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2010",20.1216657885859,1580.434639723,-3077.47330798804,3117.71663956521
"205",37,37,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2012",20.3467375377855,1484.27019763019,-2888.76939314353,2929.46286821911
"206",38,38,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2014",20.3281056592166,1632.10293623336,-3178.53486842025,3219.19107973868
"207",39,39,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2016",20.4691869962101,1538.6953488076,-2995.31827984599,3036.25665383841
"208",40,40,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2018",20.3899115906151,1351.72076692233,-2628.93410873202,2669.71393191325
"209",41,41,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2022",20.309377359929,1660.30225448833,-3233.82324488786,3274.44199960771
"210",42,42,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","08_3","factor(year)2024",19.9960231185264,1593.69967911372,-3103.5979501174,3143.58999635446
"211",43,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1991",21.1245056792432,2771.97577585186,-5411.84818100788,5454.09719236637
"212",44,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1994",20.5387684216571,2082.62411764922,-4061.32949550532,4102.40703234864
"213",45,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)1997",20.9985411404636,2393.62085246945,-4670.41212234372,4712.40920462465
"214",46,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2000",20.7542282660481,1997.89792428218,-3895.05374811435,3936.56220464645
"215",47,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2002",20.5826874311122,1845.74642481593,-3597.01382980168,3638.1792046639
"216",48,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2004",20.7106511443883,1917.25995928063,-3737.04981804637,3778.47112033515
"217",49,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2006",21.4579629641064,2968.17326282556,-5796.05473204874,5838.97065797695
"218",50,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2010",21.8352311799703,3281.57141046126,-6409.92654602041,6453.59700838035
"219",51,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2012",21.0556931412905,2111.67621706965,-4117.75363932502,4159.8650256076
"220",52,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2014",20.847708382963,1929.55798465876,-3761.0164476299,3802.71186439582
"221",53,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2016",20.7590075157437,1795.1799240274,-3497.72898934731,3539.2470043788
"222",54,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2018",20.7936436311683,1870.99401643279,-3646.28724386705,3687.87453112938
"223",55,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2022",20.4967903976474,1649.22894685839,-3211.93254770572,3252.92612850102
"224",56,NA,NA,NA,"AI","Pacific ocean perch",30060,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","pacific_ocean_perch","1_1","factor(year)2024",20.953841872428,2302.58513535447,-4492.03009475963,4533.93777850448
"225",1,1,1,1,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1991",20.6856737521902,2493.25244730382,-4865.99932732964,4907.37067483402
"226",2,2,2,2,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1994",21.1477911414862,3481.15334516286,-6801.78739003884,6844.08297232182
"227",3,3,3,3,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1997",20.0598323172971,1774.19330878345,-3457.29515451021,3497.41481914481
"228",4,4,4,4,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2000",21.5342924193623,4454.85786686396,-8709.82668287892,8752.89526771765
"229",5,5,5,5,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2002",19.6338993473679,1268.32407080449,-2466.23560015466,2505.5033988494
"230",6,6,6,6,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2004",21.1847456223383,9559.32507962923,-18714.7481269614,18757.1176182061
"231",7,7,7,7,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2006",19.4887494954851,1285.73096783036,-2500.49764125985,2539.47514025082
"232",8,8,8,8,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2010",20.4061798926415,2114.16743139709,-4123.2858429332,4164.09820271848
"233",9,9,9,9,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2012",21.0787105797434,2600.52250040518,-5075.85173120046,5118.00915235994
"234",10,10,10,10,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2014",22.4115920620364,5078.60755002972,-9931.47629760942,9976.29948173349
"235",11,11,11,11,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2016",20.0611863195805,1712.05532030473,-3335.50558101788,3375.62795365704
"236",12,12,12,12,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2018",20.6884027054747,2169.40748040076,-4231.2721266718,4272.64893208275
"237",13,13,13,13,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2022",18.530322068806,798.242272854421,-1545.99578366325,1583.05642780087
"238",14,14,14,14,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2024",20.4803808683137,2270.57165616023,-4429.7582895232,4470.71905125983
"239",15,15,15,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1991",21.8758362173332,3380.38241159499,-6603.55194448149,6647.30361691616
"240",16,16,16,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1994",20.6130628777347,1725.75310470097,-3361.80086854435,3403.02699429982
"241",17,17,17,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1997",21.7511308761161,3037.57298529331,-5931.78252071059,5975.28478246282
"242",18,18,18,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2000",21.3980135864,2462.11121939152,-4804.25130235297,4847.04732952577
"243",19,19,19,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2002",21.6491361780121,2752.05785630509,-5372.28514555048,5415.5834179065
"244",20,20,20,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2004",20.4400275588806,1601.21450875998,-3117.88274113367,3158.76279625143
"245",21,21,21,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2006",21.2482758272592,2452.42279565654,-4785.41207852459,4827.90863017911
"246",22,22,22,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2010",20.9939821558204,2179.18619671583,-4250.13247901401,4292.12044332565
"247",23,23,23,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2012",21.700513522624,2776.64949996026,-5420.43250409063,5463.83353113587
"248",24,24,24,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2014",22.0960787207184,3354.37233071291,-6552.35288021426,6596.5450376557
"249",25,25,25,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2016",22.0409156687014,3275.27727951803,-6397.38459156896,6441.46642290636
"250",26,26,26,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2018",20.8155187363451,1695.80160325704,-3302.89454857273,3344.52558604542
"251",27,27,27,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2022",21.0983672244908,2172.92047719717,-4237.74750935155,4279.94424380053
"252",28,28,28,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2024",20.3889028135003,1681.81432470918,-3275.90660230005,3316.68440792705
"253",29,29,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1991",20.6856737521902,2493.25244730382,-4865.99932732964,4907.37067483402
"254",30,30,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1994",21.1477911414862,3481.15334516286,-6801.78739003884,6844.08297232182
"255",31,31,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)1997",20.0598323172971,1774.19330878345,-3457.29515451021,3497.41481914481
"256",32,32,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2000",21.5342924193623,4454.85786686396,-8709.82668287892,8752.89526771765
"257",33,33,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2002",19.6338993473679,1268.32407080449,-2466.23560015466,2505.5033988494
"258",34,34,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2004",21.1847456223383,9559.32507962923,-18714.7481269614,18757.1176182061
"259",35,35,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2006",19.4887494954851,1285.73096783036,-2500.49764125985,2539.47514025082
"260",36,36,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2010",20.4061798926415,2114.16743139709,-4123.2858429332,4164.09820271848
"261",37,37,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2012",21.0787105797434,2600.52250040518,-5075.85173120046,5118.00915235994
"262",38,38,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2014",22.4115920620364,5078.60755002972,-9931.47629760942,9976.29948173349
"263",39,39,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2016",20.0611863195805,1712.05532030473,-3335.50558101788,3375.62795365704
"264",40,40,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2018",20.6884027054747,2169.40748040076,-4231.2721266718,4272.64893208275
"265",41,41,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2022",18.530322068806,798.242272854421,-1545.99578366325,1583.05642780087
"266",42,42,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","08_3","factor(year)2024",20.4803808683137,2270.57165616023,-4429.7582895232,4470.71905125983
"267",43,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1991",21.8758362173332,3380.38241159499,-6603.55194448149,6647.30361691616
"268",44,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1994",20.6130628777347,1725.75310470097,-3361.80086854435,3403.02699429982
"269",45,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)1997",21.7511308761161,3037.57298529331,-5931.78252071059,5975.28478246282
"270",46,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2000",21.3980135864,2462.11121939152,-4804.25130235297,4847.04732952577
"271",47,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2002",21.6491361780121,2752.05785630509,-5372.28514555048,5415.5834179065
"272",48,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2004",20.4400275588806,1601.21450875998,-3117.88274113367,3158.76279625143
"273",49,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2006",21.2482758272592,2452.42279565654,-4785.41207852459,4827.90863017911
"274",50,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2010",20.9939821558204,2179.18619671583,-4250.13247901401,4292.12044332565
"275",51,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2012",21.700513522624,2776.64949996026,-5420.43250409063,5463.83353113587
"276",52,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2014",22.0960787207184,3354.37233071291,-6552.35288021426,6596.5450376557
"277",53,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2016",22.0409156687014,3275.27727951803,-6397.38459156896,6441.46642290636
"278",54,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2018",20.8155187363451,1695.80160325704,-3302.89454857273,3344.52558604542
"279",55,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2022",21.0983672244908,2172.92047719717,-4237.74750935155,4279.94424380053
"280",56,NA,NA,NA,"AI","walleye pollock",21740,NA,NA,NA,"total_catch_wt_kg ~ 0 + factor(year)","delta_gamma",TRUE,"iid, iid","walleye_pollock","1_1","factor(year)2024",20.3889028135003,1681.81432470918,-3275.90660230005,3316.68440792705
